text,label
"I can't believe people are looking for a plot in this film. This is Laural and Hardy. Lighten up already. These two were a riot. Their comic genius is as funny today as it was 70 years ago. Not a filthy word out of either mouth and they were able to keep audiences in stitches. Their comedy wasn't sophisticated by any stretch. If a whoopee cushion can't make you grin, there's no reason to watch any of the stuff these guys did. It was a simpler time, and people laughed at stuff that was funny without a plot. I guess it takes a simple mind to enjoy this stuff, so I qualify. Two man comedy teams don't compute, We're just too sophisticated... Aren't we fortunate?",1
"If you haven't seen the gong show TV series then you won't like this movie much at all, not that knowing the series makes this a great movie. <br /><br />I give it a 5 out of 10 because a few things make it kind of amusing that help make up for its obvious problems.<br /><br />1) It's a funny snapshot of the era it was made in, the late 1970's and early 1980's. 2) You get a lot of funny cameos of people you've seen on the show. 3) It's interesting to see Chuck (the host) when he isn't doing his on air TV personality. 4) You get to see a lot of bizarre people doing all sorts of weirdness just like you see on the TV show.<br /><br />I won't list all the bad things because there's a lot of them, but here's a few of the most prominent.<br /><br />1) The Gong Show Movie has a lot of the actual TV show clips which gets tired at movie length. 2) The movie's story line outside of the clip segments is very weak and basically is made up of just one plot point. 3) Chuck is actually halfway decent as an actor, but most of the rest of the actors are doing typical way over the top 1970's flatness.<br /><br />It's a good movie to watch when you don't have an hour and a half you want to watch all at once. Watch 20 minutes at a time and it's not so bad. But even then it's not so good either. ;)",0
"I have always been a huge fan of ""Homicide: Life On The Street"" so when I heard there was a reunion movie coming up, I couldn't wait.<br /><br />Let me just say, I was not disappointed at all. It was one of the most powerful 2 hours of television I've ever seen. It was great to see everyone back again, but the biggest pleasure of all was to have Andre Braugher back, because the relationship between Pembleton and Bayliss was always the strongest part of an all-together great show.",1
"Greg Davis and Bryan Daly take some crazed statements by a terrorists, add some commentary by a bunch of uber-right reactionaries, ascribe the most extreme positions of the most fundamentalist Moslems on the planet to everyone who calls themselves a Moslem, and presents this as the theology of Islam. Maybe their next film will involve interviewing Fred Phelps and the congregation of the Westboro Baptist Church, adding commentary by some militant atheist ""scholars, and call their film ""What the World Needs to Know About Christianity."" Ultimately, this film suffers from both poor production values and lack of attention to the most basic standards of journalism. Don't waste your time and money; just turn on your AM radio and listen to Rush Limbaugh for a couple of days for free and you'll get the same message with the same level of intellectual analysis.",0
"A half-hearted attempt to bring Elvis Presley into the modern day, but despite a sexy little shower scene and a pseudo-Playboy magazine subplot, Presley is surrounded by the same old coy, winking clichés. A woman picks E.P. up on the beach and then proceeds to take over his life--and he doesn't seem to care! Dick Sargent is grueling in another sidebar, but Don Porter and Rudy Vallee (!) try hard as Elvis' two bosses (he's moonlighting, you see). Some of the songs are quite good, especially ""Almost in Love"", but if you want to see a looser, hipper, updated Elvis sex-comedy--look elsewhere. When Elvis and his Fatal Attraction get into bed together, there's actually a wooden board in between them! Get real. ** from ****",0
"If you want a fun romp with loads of subtle humor, then you will enjoy this flick.<br /><br />I don't understand why anyone wouldn't enjoy this one. Take it for what it is: a vehicle for Dennis Hopper to mess with your head and make you laugh. It ain't Shakespeare, but it is well done. Ericka Eleniak is absolutely beautiful and holds her own in this one - Better than any episode of Baywatch - and shows a knack for subtle humor. Too bad she hasn't had many opportunities to expand on that.<br /><br />Tom Berenger fits his role of ""real Navy"" perfectly and William McNamara does a solid job as a hustler.<br /><br />Throw in a walk-on by Hopper in the middle of the chase for ""the Cherry on this Sundae"" and you've got a movie that kept my attention and kept me laughing. I bought this one as soon as it was available.<br /><br />Brain-candy.",1
"I really wanted to be able to give this film a 10. I've long thought it was my favorite of the four modern live-action Batman films to date (and maybe it still will be--I have yet to watch the Schumacher films again). I'm also starting to become concerned about whether I'm somehow subconsciously being contrarian. You see, I always liked the Schumacher films. As far as I can remember, they were either 9s or 10s to me. But the conventional wisdom is that the two Tim Burton directed films are far superior. I had serious problems with the first Burton Batman this time around--I ended up giving it a 7--and apologize as I might, I just couldn't help feel that Batman Returns just has too many small direction, plot and script problems scattered throughout to justify a 10.<br /><br />But Burton _almost_ trumps the problems with sheer force of style, and even though there are a lot of small flaws, Batman Returns is still a great film, especially if you're a Burton fan, as Batman Returns has just as much in common with The Nightmare Before Christmas (1993) and Edward Scissorhands (1990) as it does with anything else in the Batman universe.<br /><br />The film begins strongly, with the Cobblepots having a baby. We see their dismay--people walk out of the birthing room with horror on their faces, ready to vomit. Later, they have the baby in a small cage. Finally they take it out for an evening stroll and dump it in the Gotham City River. The baby ends up becoming Batman villain The Penguin (Danny DeVito).<br /><br />Meanwhile, Max Shreck (Christopher Walken) is the film's ""evil capitalist"", comparable to Grissom (Jack Palance) in Batman. He is planning on duping Gotham City in various ways, and we see him emotionally abusing his secretary, the timid Selina Kyle (Michelle Pfeiffer). When Kyle discovers one of the nefarious plots, Grissom tries to get rid of her, but she is rescued by cats, becoming Catwoman.<br /><br />While all of this is going on, The Penguin, who has long been only rumored to exist and who is thought to be dangerous, begins a scheme to be presented to the public as a good guy, despite having less than benevolent, ulterior motives.<br /><br />Before re-watching Burton's Batman films this time, I didn't remember just how little the films are about Batman (Michael Keaton). It's almost as if Burton didn't feel the character was interesting enough to focus on. The focus here is much more on the villains, especially The Penguin. Batman doesn't appear very often, especially in the beginning of the film, and surprisingly often, we're watching him watching The Penguin.<br /><br />Although some viewers necessarily count the above as a flaw, I can't say that I do, even if I'd like to know more about Batman and follow his story more. The villains' stories are interesting, too, and as an ""origin story"" for two major Batman villains, Batman Returns is already more than complex in terms of plot.<br /><br />However, there are some character problems that I do count as a flaw. The Penguin has a cadre of circus performers who do his bidding, but even though they're frequently on screen, we never get to learn anything about them. Burton has a core of characters as intriguing as those in Tod Browning's Freaks (1932) available, with actors as interesting as Vincent Schiavelli, but he just doesn't have the space to use them.<br /><br />For that matter, he hardly has space to explore Catwoman. The film plays as if Catwoman may have been as developed and featured in as many scenes as The Penguin, but that cut of the film would have been 4 hours long. So the bulk of the Catwoman scenes had to be excised. Of course, all of this barely leaves any room for Batman. Burton has Batman turn very dark in the public's eye in this film, and unusually, he never bothers to resolve this. As far as we know, at the end, Gothamites still think that Batman is a murdering lunatic. That's an interesting development, but unfortunately it ended up being dropped between this film and the next.<br /><br />As for the script, although there are minor problems including some non-sequiturs and bizarre decisions (in terms of logic) made by characters, it's clear that Burton and writers Sam Hamm and Daniel Waters are not exactly trying to tell a traditional story. A lot of the dialogue is pun-oriented, but often this is fairly subtle and/or complex (of course, sometimes it is very blatant or transparent, too). It helps to look at Batman Returns as a more ""poetic"" film, as I believe was the intention. This also carries over into more general plot and directorial decisions--plenty of odd character actions, including from minor characters, are done in service of a general mood or style, and that style works very well.<br /><br />""Dark"" is the easiest way to sum up Batman Returns in a word, and whether that's a positive or negative depends on your disposition. Anyone who knows me knows that I love dark. So for me, Burton's style largely transcends the flaws in the plot and the script. In many ways, Batman Returns is like an insane, campy horror film, with beautifully eerie production design. Like Batman, Burton is still making many references to other films, but instead of Vertigo (1958) and Star Wars (1977) (well, there's still a slight Star Wars reference), he invokes films like Nosferatu (1922) (including that ""Max Schreck"" was the name of the actor who played the Dracula-like character there), Motel Hell (1980), the aforementioned Freaks, Willy Wonka and the Chocolate Factory (1971) (which has a surreal, dark edge to it) and zombie films--made most explicit in The Penguin's final scene.<br /><br />In terms of visuals and general atmosphere--and that includes the general ""feel"" of the story, the characters and so on--this couldn't be a stronger 10.",1
"The main problem with ""Power"" is that it features way too may pointless characters and subplots that add absolutely nothing to the movie whatsoever. It gets boring after awhile, sitting around waiting through scenes that don't connect to find something that drives the movie forward. You could probably pass it all off as character development, but all of them are either recycled from earlier scenes in the movie, or are just simply to flat and uninteresting. Lumet never gives enough time to let any of the supporting cast blossom. He should have cut a few of the characters (hackman, the wife) and concentrated harder on others (Billings). It could have been a great, hard political thriller instead of a jumbled mess that loses any message in a sea of bad writing and acting, a fact that amazed me considering the cast. Even Gene Hackman performance wasn't up to par. Denzel Washington is the only real actor of note here. Gere and the others have all done much better performances elsewhere. <br /><br />Sidney Lumet needs to go back to the fierce one man shows he did in the seventies (i.e, Serpico) and stop trying to recapture his success with ""12 Angry Men"" and ""Fail Safe"". It hasn't worked yet Sidney, and it most likely never will. leave the ensemble dramas to Altman. <br /><br />3/10<br /><br />* / * * * *",0
"The folks at Disney have a lot to explain. First and foremost, why anyone thought this lesser-sitcom material would ever make even a half-decent motion picture. In the kooky 60's teleplay, the unique idea of Martians among us had not yet been given the sophisticated X-Files treatment. Quaint visions of little green men have long since been dispelled by the likes of E.T., CLOSE ENCOUNTERS and ALIENS 1-3.<br /><br />Any charm the property had was mainly due to the endearing relationship created between the late Bill Bixby as Tim and Ray Walston as the unworldly visitor. The conceit that Martians have antenna seemed dopey back then. Now it seems positively idiotic. Yet, Christopher Lloyd's Uncle Martin sports the metallic appendages. In an early shot, the antenna on a sign for the TV station Tim works at is supposed to make us think ""martian""! When's the last time you saw a TV with rabbit ears, eh?<br /><br />Disney doesn't trust quaint or relationships and crams this flick with youth-wooing special effects that include a talking space suit named Zoot! Yes, you read that correctly - Uncle Martin's silver space suit speaks. He is supposed to be a real hilarious cut-up! Figure again. I got stretch socks that are funnier than Zoot. Whenever the action lags (and it lags constantly), computer graphics are put into play to liven things up. Tim is here played by the amiable Jeff Daniels, who can't (or won't) do anything to save this floudering mess. Zesty Christine Ebersole brings some comic zeal to her neighbor lady role. Even Ray Walston himself is dragged painfully into the procedings - all to no avail. This alien visitor is dead on arrival.<br /><br />Constant talk of sitcoms turning to screen makes me only hope that the I DREAM OF JEANNIE movie won't feature a talking harem outfit. I pray that Samantha's cat in the movie BEWITCHED doesn't have lines. I live in fear that I LOVE LUCY - THE MOVIE will proudly feature a CG Conga Drum named Bongo.<br /><br />Paging Michael Eisner! Mickey Mouse - take me to your leader.",0
"A friend told me of John Fante last summer after we got into a conversation about Charles Bukowski. I did not know that Fante was a favorite writer of Bukowski's - an author with similar edge and humor except from one generation earlier. 'Ask the Dust' was the first Fante book I read, and it remains one of my favorite novels. The novel was a brilliant piece of writing about a sad, frightened young writer posing to himself and the outside world as an overconfident, masterfully talented author who had no idea how to write about the real world experiences he had none of. In the novel the protagonist is a virgin, with no idea how to win the graces of the women he desperately wants to write about in magazines. The story of his bizarre relationship with Camilla, how he settles for his first sexual experience with a 'wounded' admirer, and how he eventually is left with nothing but the story of his failed attempts at love is biting and real, with no touching Hollywood ending. The film adaptation stays true to the book for a while, but meanders into the cinematic trap of love persevering through racism, sickness and death. The heart of this story lies in the fact that Bandini is a jerk and Camilla is f-ing crazy, and their love never was and never would be the real thing, no matter how much either of them wanted to find it in each other. This movie tore out the real meaning of the story out and replaced it with schlock. I can't believe the man who wrote Chinatown could read this book and make a movie about it that got it so wrong.",0
"Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?!!! Well... I finally found out... I saw this movie about three years ago not having any idea who Ralph Bakshi is... And I liked it... a lot... Very good story line... it even has a little character development which is great for a cartoon... See it if you get bored with contemporary animation.... Don't get me wrong... I'm not saying it's just a nice cartoon... It's a pretty good movie too...",1
"I sat through this film and i have to say it only just managed to keep my attention. The film would have been a bit more bearable if i did not have to watch the awful CGI, for future reference to the industry if your going to use CGI watch this so you know what to avoid.<br /><br />Apparently this is supposed to be a graphic novel for the screen but all i saw was a bad movie which bears no resemblance to a graphic novel whatsoever.<br /><br />All in all, the story was not as bad as the CGI, i was quite impressed with the acting and thought the casting was good and little more character info would have been nice as it did get a little confusing for me on occasion but that's not surprising as like i said it only just kept my attention, but in all honestly i wish i had given this one a miss.",0
I don't care if some people voted this movie to be bad. If you want the Truth this is a Very Good Movie! It has every thing a movie should have. You really should Get this one.,1
"I never really understood the controversy and hype this movie caused. Especially in French and the neighboring countries (in Belgium, where I am located, for example), ""Baise-Moi"" was announced as THE most shocking and THE most thought-provoking social drama you could ever experience. Yeah right! It might be a little shocking, maybe (how often do you see someone getting shot up the arse?), but the weak and pointless plot surely didn't cause me to think much. ""Baise-Moi"" is another one of those ""blame everything that goes wrong on society""-films and they're generally not very convincing. About 99% of the people functions perfectly well in this society so why would you blame this exact same society for the vile and hopeless acts of two deranged nymph-girls? The two main characters and their miserable lives are introduced separately and in flashes. Nadine just killed her roommate; Manu shot her brother and the two meet in an abandoned train-station, late at night. They decide to travel around France together, leaving a trail of sex and blood behind wherever they made a stop. Although we're constantly exposed to pornography and violence, this film is very boring to sit through. Like the girls are indicating themselves all the time, the dialogues are lame and the people they run into (and kill) are very uninteresting. If people want to make porno movies, that's fine by me, but please don't pretend that it's art-house film-making. If you leave out the swearing and the hip camera-work, all there is to see is (not so) arousing pornography. Cool soundtrack, though!",0
"Sweet, entertaining tale of a young 17 1/2 year old boy, controlled by by an overbearing religious mother and withdrawn father, and how he finds himself through his work with a retired, eccentric and tragic actress. Very well acted, especially by Julie Walters. Rupert Grint plays the role of the teenage boy well, showing his talent will last longer than the Harry Potter series of films. Laura Linney plays his ruthlessly strict mother without a hint of redemption, so there's no room to like her at all. But the film is a very entertaining film, made well by the British in the style of the likes of Keeping Mum and Calendar Girls.",1
"First, I should mention that I really enjoyed ISHII Katsuhito's previous film ""Samehada Otoko to Momojiri Onna"" (""Shark Skin Man and Peach Hip Girl""). Although it owed a debt to Tarentino's ""Pulp Fiction"", Ishii's cast was up to the task of carrying the story, and the entire film crackled with energy. The scenes between ASANO Tadanobu and GASHUIN Tatsuya were particularly engaging. There was action, intrigue, bizarre characterizations, enough sex to keep things interesting, and an utterly unpredictable story line.<br /><br />So it was with a certain amount of anticipation and optimism that I began to watch ""Party 7"". And my enthusiasm was certainly piqued with the opening credits, which left my wife and I actually stunned by how dynamic and exciting they were; the mix of anime and live-action work was brilliant! Then, the actual movie started. Actually, it didn't so much ""start"" as sort of shuffle in the side door and stand there, fumbling through its pockets, looking uncomfortable.<br /><br />The entire film takes place in three rooms. One is a futuristic voyeur's paradise (borrowed a bit from ""Shark Skin Man...""), another is a travel agent's office, and the third (and far the most used) is a seedy hotel room. In that room, a cast of seven characters meets and...does approximately nothing. Really. I'm no stranger to ""talking"" films. One of my all-time favorites is ""My Dinner with Andre"", the talkiest of all talking films. ""My Dinner with Andre"" is far more exciting, and it just has two middle-aged men discussing their lives over dinner. The key is that Andre Gregory and Wallace Shawn tell interesting stories. The cast of ""Party 7"" literally just whine at each other for the entire film. ""No, you don't!"" ""Yes, I do!"" ""No, you really don't!"" ""Yes, I really do!"" ""No, you really, really don't!"" Yes, I really..."" you get the idea, I hope. I wish the directer had.<br /><br />""Party 7 is an unbelievably unengaging film. There is only the flimsiest of plots (money stolen from the Yakuza, just like in ""Shark Skin Man...""), accompanied by almost no action. There is no interesting dialog. The characters are largely uninteresting. It was as if Ishii took the throwaway conversational moments from Tarentino's films and built an entire film around them. But Tarentino's conversations always have their own internal logic and wit (""They call it a 'Royale, with cheese'""). Not so with the dialog here, which is duller than you can imagine. If it weren't for the brief, hilarious cameo from Gashuin (who is always marvelous) and a low-key performance from the awesome ASANO Tadanobu, I would've given ""Party 7"" a single star. It really was chore to make it all the way through.",0
"The Argentinian music poet, Atahualpa Yupanqui, once said that some folk music repeats similarly at any country of the world. They look the same but everybody consider them as their own folk music...<br /><br />This film, as I feel it, is about the same music that repeats all over the world at some time of each country's history. First, a few listen it playing and try to make the others hear it. Then some, believe that they hear it, but they don't. Then, nobody says anything and some people appear to listen to it. And others recognize that they have heard it, but didn't think that others might be hearing it. Finally, everybody listen to the same music, and suddenly it doesn't sound any more...<br /><br />Love and poetry, as a real nationalism and the legacy of a father to his children...<br /><br />Why would he call the film, The Dead when nobody dies? The Spanish translation of the title refused to follow the same rule and we call it Dubliners, following James Joyce's title...<br /><br />A nice 1900 Irish filmed postcard!",1
I saw this film by chance on the small box. It has a fantastic and chilling scene about poisonous gas. A lot about fanatical patriotism. A bit of eroticism. I can't believe it's still waiting for 5 votes!!,1
"The small California town of Diablo is plagued with mysterious deaths after sheriff Robert Lopez unearths an ancient box.Legend has it that the box holds the sixteenth-century Mexican demon named Azar.FBI agent Gil Vega is sent to investigate the murders and joins forces with the sheriff's daughters,Dominique and Mary to fight with evil and bloodthirsty demon.""The Legend of Diablo"" is an absolute garbage.The film lacks scares and gore,the acting is amateurish and the direction is bad.The animation is the only one aspect of the film I enjoyed.I'm a big fan of indie horror flicks,for example I loved ""Torched"",""Live Feed"",""Bone Sickness"" or ""Neighborhood Watch"",unfortunately ""The Legend of Diablo"" is a huge misfire.Definitely one to avoid.",0
"It's good to see that Vintage Film Buff have correctly categorized their excellent DVD release as a ""musical"", for that's what this film is, pure and simple. Like its unofficial remake, Murder at the Windmill (1949), the murder plot is just an excuse for an elaborate girlie show with Kitty Carlisle and Gertrude Michael leading a cast of super-decorative girls including Ann Sheridan, Lucy Ball, Beryl Wallace, Gwenllian Gill, Gladys Young, Barbara Fritchie, Wanda Perry and Dorothy White. Carl Brisson is also on hand to lend his strong voice to ""Cocktails for Two"". Undoubtedly the movie's most popular song, it is heard no less than four times. However, it's Gertrude Michael who steals the show, not only with her rendition of ""Sweet Marijauna"" but her strong performance as the hero's rejected girlfriend. As for the rest of the cast, we could have done without Jack Oakie and Victor McLaglen altogether. The only good thing about Oakie's role is his weak running gag with cult icon, Toby Wing. In fact, to give you an idea as to how far the rest of the comedy is over-indulged and over-strained, super-dumb Inspector McLaglen simply cannot put his hands on the killer even though, would you believe, in this instance it happens to be the person you most suspect. Director Mitch Leisen actually goes to great pains to point the killer out to even the dumbest member of the cinema audience by giving the player concerned close-up after close-up.",1
"I saw this film via one of the actors' agents, and it surely conforms with a great deal that comes out of Sth. Australia in terms of the overall *tone,* which is rightly dark and moody.<br /><br />I thought the little boy in the film was excellent. Mostly kid actors are *hammed up* and embarrassing but not in this case. He was really very good. In terms of the *surrealism* thingy mentioned by jingo, well, I just think this film is plain 'weird.' It's a real weirdo film, with weirdo locations, storyline, weird stuff going on the whole time. But 'good' weird as opposed to 'bad'.<br /><br />Its hard to think of other movies like it, but its not at all like CARS ATE Paris, maybe more like a REPULSION, but actually I think more like a Hammer movie from the 60's. Its certainly has an interesting mind working behind it.<br /><br />JINGO, My question is also about the title. Why Modern Love?? Anyone? Also, jingo, what did you mean by ""god Forsaken"" when you were talking about Australia, hmmm? Just curious",1
"During the Civil War, there were many cases of divided loyalties; obviously, many occurred ""In the Border States"", where North met South by happenstance of geography. From the border, young father Owen Moore goes off to join the Union Army. Shortly, Confederate soldier Henry B. Walthall, separated from his regimen, wanders onto the enemy's property, desperate for water; he finds a supply where the Unionist's young daughter Gladys Egan sits. When the Yankee soldiers track him down, Little Gladys innocently helps the Confederate hide. Later, when he returns to kill her father, the little girl's kindness is remembered. A sweet, small story from director D.W. Griffith. Location footage and humanity are lovingly displayed. <br /><br />**** In the Border States (6/13/10) D.W. Griffith ~ Henry B. Walthall, Owen Moore, Gladys Egan",0
"How could they take such a beautifully animated gem like Don Bluth's All Dogs go to Heaven and bastardize it with a charmless, cheesy, uninspired sequel. The haunting music and delightful characters are gone, now replaced with tacky animation and an unimaginative plot.<br /><br />The Pros: Charlie Sheen is sometimes fun as Charlie, but he lacks the charming tough guy attitude that brought him to life by Burt Reynolds. I did particularly enjoy the songs ""I will always be with you"" and ""It's too Heavenly here"".<br /><br />The Cons: There seems to be no connection between this and the original. In the beginning Charlie is chums with Carface, but wait a minute. Isn't this the same character who was responsible for Charlie's murder and kidnapped the sweet little orphan he loved? I guess that all changes in Heaven but why isn't Anne-Marie even mentioned? If Itchy makes it to Heaven, wouldn't Flo and Killer make it too? What is with Annabelle the whippet's voice? In the original it sounded feminine and charming and in the sequel it sounds like a whiny, bitchy, parrot. The new characters aren't all that great (except Sasha). And the animation is better compared to a generic Saturday morning cartoon. The constant cartoony ""humor"" is flat and unfunny and the ""heart"" just doesn't work when compare to the original, which had such a moving unsubtle touch that makes me cry every time.<br /><br />All Dogs go to Heaven is one of my all-time favorite films. How Don Bluth allowed this sequel to be made is beyond me.<br /><br />BOTTOM LINE: Not all sequels go to Heaven.",0
